subject,frame,kernel,shots,accuracy,gram_var
4,sensor,HS-overlap,1000,0.47407407407407404,0.0002767218210417317
4,sensor,HS-RBF,1000,0.5777777777777777,0.0002767218210417317
4,sensor,HS-overlap,10000,0.437037037037037,0.0002767218210417317
4,sensor,HS-RBF,10000,0.4592592592592593,0.0002767218210417317
4,sensor,HS-overlap,100000,0.5037037037037038,0.0002767218210417317
4,sensor,HS-RBF,100000,0.5407407407407409,0.0002767218210417317
4,sensor,HS-overlap,1000000,0.525925925925926,0.0002767218210417317
4,sensor,HS-RBF,1000000,0.5703703703703703,0.0002767218210417317
4,sensor,HS-overlap,-1,0.562962962962963,0.0002767218210417317
4,sensor,HS-RBF,-1,0.7111111111111111,0.0002767218210417317
4,reference,HS-overlap,100,0.5185185185185185,9.63002076196488e-06
4,reference,HS-RBF,100,0.4962962962962963,9.63002076196488e-06
4,reference,HS-overlap,1000,0.4666666666666666,9.63002076196488e-06
4,reference,HS-RBF,1000,0.474074074074074,9.63002076196488e-06
4,reference,HS-overlap,10000,0.47407407407407404,9.63002076196488e-06
4,reference,HS-RBF,10000,0.5037037037037037,9.63002076196488e-06
4,reference,HS-overlap,100000,0.6666666666666665,9.63002076196488e-06
4,reference,HS-RBF,100000,0.5851851851851853,9.63002076196488e-06
4,reference,HS-overlap,1000000,0.6814814814814815,9.63002076196488e-06
4,reference,HS-RBF,1000000,0.6296296296296297,9.63002076196488e-06
4,reference,HS-overlap,-1,0.6444444444444444,9.63002076196488e-06
4,reference,HS-RBF,-1,0.7259259259259261,9.63002076196488e-06
5,sensor,HS-overlap,100,0.637037037037037,0.0008732664650362908
5,sensor,HS-RBF,100,0.4962962962962962,0.0008732664650362908
5,sensor,HS-overlap,1000,0.48148148148148145,0.0008732664650362908
5,sensor,HS-RBF,1000,0.48148148148148145,0.0008732664650362908
5,sensor,HS-overlap,10000,0.6000000000000001,0.0008732664650362908
5,sensor,HS-RBF,10000,0.48888888888888893,0.0008732664650362908
5,sensor,HS-overlap,100000,0.5185185185185185,0.0008732664650362908
5,sensor,HS-RBF,100000,0.5259259259259259,0.0008732664650362908
5,sensor,HS-overlap,1000000,0.5333333333333333,0.0008732664650362908
5,sensor,HS-RBF,1000000,0.4666666666666667,0.0008732664650362908
5,sensor,HS-overlap,-1,0.5333333333333333,0.0008732664650362908
5,sensor,HS-RBF,-1,0.48148148148148145,0.0008732664650362908
5,reference,HS-overlap,100,0.4888888888888889,1.3344601428024068e-05
5,reference,HS-RBF,100,0.4666666666666667,1.3344601428024068e-05
5,reference,HS-overlap,1000,0.48148148148148145,1.3344601428024068e-05
5,reference,HS-RBF,1000,0.5333333333333333,1.3344601428024068e-05
5,reference,HS-overlap,10000,0.5333333333333333,1.3344601428024068e-05
5,reference,HS-RBF,10000,0.5851851851851853,1.3344601428024068e-05
