kernel,n_channels,n_qubits,mean,std,variance,min,max,shots_for_1sigma,subject
Fidelity,64,6,0.9613352358656854,0.02715119717848632,0.0007371875082250436,0.8222997123095268,0.9960796888495798,1356.5069793541954,105
HS-RBF,64,6,0.3629916171891152,0.2512272710343885,0.0631151417113861,9.296091984296463e-05,0.9166186049421153,15.844058539435997,105
Bures-RBF,64,6,0.36495083916069926,0.2076316261386679,0.04311089217298755,0.002201071885470563,0.8791271760607248,23.195994088625717,105
HS-overlap,4,2,0.9759532615519505,0.020207086245221346,0.00040832633452181377,0.9003690894561148,0.9995760124989127,2449.021567935579,106
Fidelity,4,2,0.9654490447971871,0.030059871581888713,0.0009035958795196407,0.8412752819404279,0.9995792227035721,1106.689420199225,106
HS-RBF,4,2,0.3966325753975827,0.2865002612443718,0.08208239969309328,0.0035282199255352747,0.9806544106261934,12.182879688447313,106
Bures-RBF,4,2,0.404082274113551,0.29162928952772155,0.08504764251044364,0.0014890151138769712,0.9835917358929545,11.758115457194506,106
HS-overlap,8,3,0.966187782438441,0.027192204803433165,0.0007394160020718538,0.8498232138859417,0.9990932975350886,1352.4186617519588,106
Fidelity,8,3,0.9541583856956132,0.03489492255405592,0.0012176556200535606,0.8356161776139747,0.9985867798936467,821.2502644680549,106
HS-RBF,8,3,0.40104711578637764,0.2657462491537278,0.07062106893927518,0.00650651318481796,0.9800653996038851,14.160080200143506,106
Bures-RBF,8,3,0.393744404132968,0.2618313649402091,0.06855566366645297,0.008881616253375055,0.9618655953607951,14.586686883600837,106
HS-overlap,16,4,0.9620373037337884,0.029948249648533803,0.000896897657010905,0.8461870874870551,0.9983304649765318,1114.9544122265909,106
Fidelity,16,4,0.9464236052143031,0.039347356038571084,0.0015482144272260766,0.8045966735507604,0.9973993385047238,645.905361954088,106
HS-RBF,16,4,0.4016029174522806,0.2606032427787771,0.06791405014681424,0.011671466069519357,0.9568235285489105,14.724493648048298,106
Bures-RBF,16,4,0.3850932859832331,0.2490762546775953,0.06203898064421832,0.007873476721809375,0.9406422647349119,16.118897983427686,106
HS-overlap,32,5,0.9137162066723343,0.06471862038150272,0.004188499824085059,0.6998936446407776,0.9926070644170604,238.74896550065898,106
Fidelity,32,5,0.9147019142840529,0.05370792156630304,0.002884540838972159,0.721109154173295,0.9889560989027897,346.6756256279344,106
HS-RBF,32,5,0.3983389172750282,0.2516398609055706,0.06332261959657493,0.007103979754598841,0.9378723783515777,15.792145150831525,106
Bures-RBF,32,5,0.36551536643117233,0.2084136714706472,0.04343625845587487,0.01355131918629833,0.8539176063264052,23.02224076265361,106
HS-overlap,64,6,0.867439273156703,0.08768093684107191,0.00768794668532804,0.5748841384366741,0.9813210608310373,130.07374282504284,106
Fidelity,64,6,0.8903667608275179,0.061396488256749975,0.003769528770261238,0.6555806992605213,0.9720173360832509,265.2851486077655,106
HS-RBF,64,6,0.3844796965594409,0.24511030208944684,0.06007906019037988,0.005060343897250438,0.8811016295869833,16.644734402155716,106
Bures-RBF,64,6,0.3522476940039565,0.18075507171478805,0.03267239595061817,0.01572594797609869,0.7353336946303052,30.60687687280185,106
HS-overlap,4,2,0.9972169500608111,0.0021519346186910544,4.6308226031210145e-06,0.9870751774130397,0.9999917954774672,215944.35496752447,107
Fidelity,4,2,0.9916809246289903,0.008531204066938788,7.278144283175294e-05,0.944803624862425,0.9999659598165709,13739.76608723841,107
HS-RBF,4,2,0.4032602001111983,0.27799377307052286,0.07728053786598538,0.00043279651200977566,0.9952573004948545,12.939868531118814,107
Bures-RBF,4,2,0.4090593683149249,0.3048090539357237,0.09290855936119094,3.501758229594342e-05,0.9937806767970722,10.763270971756262,107
HS-overlap,8,3,0.996833586577923,0.0027316839682065275,7.462097302156561e-06,0.9779000528641221,0.9999515789285816,134010.58167802208,107
Fidelity,8,3,0.9898534798987931,0.008896550692311569,7.914861422086946e-05,0.9451724055378466,0.9999624305889684,12634.459994579736,107
HS-RBF,8,3,0.39681527159247126,0.2669525426669578,0.07126366003635391,0.002136351219292072,0.9902783584032685,14.032397430750363,107
Bures-RBF,8,3,0.39387449255442253,0.2824180021412918,0.07975992793347869,0.00046048075638663874,0.9948218134570439,12.537624166787351,107
HS-overlap,16,4,0.9962497502117245,0.002896917251000558,8.39212955914463e-06,0.978022090603819,0.9997394310669554,119159.26618534297,107
Fidelity,16,4,0.9871177043758372,0.009743599126475008,9.493772393744453e-05,0.9400432898964589,0.9993084186800719,10533.220710651443,107
HS-RBF,16,4,0.39670514154717057,0.25083093039956084,0.06291615564510934,0.005338534078584427,0.9503213053129528,15.89416883066874,107
Bures-RBF,16,4,0.3924975801836881,0.2467528380894853,0.060886963105215755,0.0027802098138988594,0.9353237768429299,16.42387711589342,107
HS-overlap,32,5,0.9899067896709307,0.005733862885772015,3.2877183592833784e-05,0.9569532317814393,0.9989394667701812,30416.230671838002,107
Fidelity,32,5,0.9712000071631516,0.013450313443727303,0.00018091093173451143,0.9155977085151873,0.996891967440688,5527.581945504044,107
HS-RBF,32,5,0.38433365180507756,0.1934772623427279,0.03743345104363676,0.016257009000872017,0.8743409009973679,26.714074500752933,107
Bures-RBF,32,5,0.381711914330234,0.16905430306532782,0.028579357384903706,0.04090187422510227,0.8911325888631735,34.99028989812849,107
HS-overlap,64,6,0.9765797939680775,0.01327296392047933,0.00017617157123434602,0.9182424006941531,0.9984400416711128,5676.284731943415,107
Fidelity,64,6,0.9424442376601452,0.02960468712731065,0.0008764374999059529,0.8557903662535837,0.9945303599226509,1140.9826714481137,107
HS-RBF,64,6,0.37982534038841576,0.1850132228605012,0.03422989263322949,0.02516361407185051,0.8925953954207576,29.214231277758262,107
Bures-RBF,64,6,0.3740058703563986,0.1785546366447298,0.03188175826733148,0.05576032963933833,0.899846370684486,31.3658986940089,107
HS-overlap,4,2,0.9855765018828821,0.011751647911200109,0.0001381012286288139,0.913613641690764,0.999809531792436,7241.0651949214935,108
Fidelity,4,2,0.9812914114080771,0.013508635999235977,0.00018248324655985418,0.9232030503077054,0.9997534902470021,5479.9551128766325,108
HS-RBF,4,2,0.3843119416052195,0.24745553985968607,0.06123424420724868,0.001267943301101377,0.9864309067075718,16.33073148768649,108
Bures-RBF,4,2,0.3988982776214684,0.2424682356041028,0.05879084527696671,0.006999071857012849,0.9845048418949696,17.009450966199726,108
HS-overlap,8,3,0.9795407517557784,0.015513484265003392,0.00024066819404050782,0.8984061061975482,0.9986962202089876,4155.098283704601,108
Fidelity,8,3,0.9716415447478578,0.017285880711795574,0.0002988016719824263,0.8994441158342322,0.9974942747004324,3346.701487195205,108
HS-RBF,8,3,0.3677567124127741,0.21838376292117703,0.04769146790761286,0.0017829846838866125,0.8797942182966705,20.968111150136618,108
Bures-RBF,8,3,0.3704070303551334,0.20204963201995332,0.040824053799398546,0.012997956568303402,0.8998792993705621,24.495362584857578,108
HS-overlap,16,4,0.9808247394211059,0.01272953730618873,0.00016204112002965064,0.9221994204643195,0.9987937880686645,6171.273068323755,108
Fidelity,16,4,0.970483476692504,0.0164200247580339,0.00026961721305444625,0.9048792095307481,0.9959904268271874,3708.9620082901047,108
HS-RBF,16,4,0.37656568868651263,0.21291046220089027,0.04533086491459673,0.008704914767438812,0.886507248713545,22.060024706874625,108
Bures-RBF,16,4,0.3821468863464547,0.19351459144881297,0.037447897103601004,0.02494716047804878,0.8590358304803644,26.703769165821587,108
HS-overlap,32,5,0.9469086135775975,0.03372882210475595,0.001137633440574274,0.7766822462254265,0.9956400670757967,879.0177612001305,108
Fidelity,32,5,0.9300097623173846,0.03938780592403253,0.0015513992555092517,0.7643475049713123,0.9885394459336081,644.5793991771299,108
HS-RBF,32,5,0.37577127459952775,0.19924600458819813,0.03969897034436027,0.0061026973192418316,0.865824547359628,25.189570191007796,108
Bures-RBF,32,5,0.37217684577242927,0.18547442605532186,0.03440076272055105,0.016824719601436937,0.8296843628616805,29.069122918097364,108
HS-overlap,64,6,0.8161941890681008,0.12900327819478047,0.01664184578499992,0.3334895428502454,0.9875637475312773,60.0894884449264,108
Fidelity,64,6,0.8402507005311756,0.1049576660620026,0.011016111665182852,0.46390705489046685,0.9806677696885125,90.77613139675826,108
HS-RBF,64,6,0.38818924230911883,0.2459275833882464,0.06048037627118289,0.002971294530477975,0.8996648285500491,16.534288667718993,108
Bures-RBF,64,6,0.3694312312237936,0.22391365668539864,0.050137325650226564,0.00802834804448603,0.8633285984496554,19.945220193360694,108
HS-overlap,4,2,0.9991894722522963,0.0009040665405647702,8.173363097687512e-07,0.9933819269335988,0.9999901056509991,1223486.5722323407,109
Fidelity,4,2,0.9981412401438602,0.0016864005451853272,2.8439467988013687e-06,0.9889735603180043,0.9999616599004735,351624.01786892343,109
HS-RBF,4,2,0.3949462456145173,0.29150697768245654,0.08497631803756021,8.1908613268794e-06,0.9817117747924458,11.767984576102627,109
Bures-RBF,4,2,0.380548368186469,0.2635216557859944,0.06944366306819212,0.0001716788292071975,0.9703843331695758,14.400162028002791,109
HS-overlap,8,3,0.9977146174863646,0.0017965670638181957,3.2276532147963333e-06,0.989789251622699,0.9998963142595744,309822.6276031642,109
Fidelity,8,3,0.9948962095980822,0.003224394469931221,1.0396719697723038e-05,0.9787856905064221,0.9993262008142805,96184.18396131307,109
HS-RBF,8,3,0.384778002997611,0.23698752729313355,0.05616308809251372,0.007676974912958546,0.9305036757865552,17.805288739692635,109
Bures-RBF,8,3,0.37460334972044507,0.20062405658968718,0.04025001208250201,0.006898493036125761,0.8544959505596702,24.84471303884981,109
HS-overlap,16,4,0.9941138351058195,0.003986808934391051,1.5894645479340307e-05,0.975589366917954,0.9994387616302144,62914.268915263914,109
Fidelity,16,4,0.9886236465065185,0.005726560663782189,3.279349703597751e-05,0.9639030794457013,0.9982981388129358,30493.85062236294,109
HS-RBF,16,4,0.38119139128057844,0.21435959260132836,0.04595003494020747,0.01640467755779193,0.9035693288480133,21.76276908823358,109
Bures-RBF,16,4,0.3696883589084863,0.1650466017382104,0.027240380745331434,0.027407978044193464,0.8452598925186202,36.71020641557604,109
HS-overlap,32,5,0.9866091325735536,0.008649699451908502,7.481730060834624e-05,0.9413199258126982,0.9986288638856191,13365.89253914415,109
Fidelity,32,5,0.9801636197465221,0.009136125793948475,8.346879452285064e-05,0.9408964642124268,0.9955569216740567,11980.525245590283,109
HS-RBF,32,5,0.37748548667897697,0.20194470391421795,0.04078166343900116,0.012395446012382051,0.8923915545622433,24.52082420560755,109
Bures-RBF,32,5,0.35973868742108556,0.14639056203950587,0.02143019665424242,0.032989404778786854,0.7765478606534728,46.663127554736434,109
HS-overlap,64,6,0.969459523347157,0.01887051442284327,0.0003560963145827358,0.8860465113325512,0.995755865827402,2808.229007289147,109
Fidelity,64,6,0.9624445811468187,0.015174236649754312,0.00023025745790274696,0.8930094380586081,0.988711979854458,4342.96464969385,109
HS-RBF,64,6,0.3672339489163435,0.18406118792804413,0.03387852090148277,0.016926298390778947,0.8209660950253399,29.517227239877307,109
Bures-RBF,64,6,0.35823917313549797,0.131872064313789,0.017390241346380106,0.039665026470616906,0.717437860218969,57.50351476336219,109
IQP-entangled,2,2,0.47788601008565185,0.26714525722484905,0.07136658845773078,0.0005348719130260298,0.9993123696296609,14.0121592135833,1
IQP-product,2,2,0.5058810289680095,0.27901560714060364,0.07784970902803967,3.6906297966661586e-34,0.9996706872019004,12.845263167776556,1
IQP-entangled,3,3,0.21894692943327315,0.20296955239872957,0.041196639200940625,4.576949809154732e-06,0.9956665526025245,24.273824743868122,1
IQP-product,3,3,0.3880845184127607,0.2616045407490243,0.0684369357405079,4.540547996051074e-34,0.9976326714258017,14.611992620354844,1
IQP-entangled,4,4,0.13367071072821296,0.15195173395309977,0.023089329451353616,3.1085370946268785e-07,0.9729910679066159,43.31004943677023,1
IQP-product,4,4,0.26888737153122805,0.2352192524937699,0.05532809674372788,1.6674907403235872e-35,0.99223793378004,18.073999628649116,1
IQP-entangled,5,5,0.07156044880756843,0.10055271018652774,0.010110847525855839,8.030074026244908e-05,0.9543550608262471,98.90367720834108,1
IQP-product,5,5,0.21742716930564296,0.20745859389215862,0.04303906817971159,1.2822148334183917e-35,0.9836541799074324,23.23470377714625,1
IQP-entangled,6,6,0.03951763227447669,0.06642198601623694,0.004411880226341177,1.59740439570349e-05,0.6298537761350459,226.660731637611,1
IQP-product,6,6,0.18419827122363458,0.18694914917901076,0.034949984378756016,6.396366267129127e-35,0.9428361162865828,28.612316078969112,1
IQP-entangled,2,2,0.4926798370867984,0.28410367334195297,0.08071489720639112,8.5455148617311e-05,0.9996489675487009,12.389286669633751,2
IQP-product,2,2,0.5423172601902758,0.2960491792220574,0.08764511651805389,4.323263984117927e-34,0.9998117263623919,11.409648817045174,2
IQP-entangled,3,3,0.24339654197537727,0.21930672581403438,0.04809543998727205,7.683934613773733e-05,0.9776244214241344,20.791991928229358,2
IQP-product,3,3,0.3849741545761351,0.2651470521150382,0.07030295924529478,8.507485018807104e-35,0.9938628260188496,14.224152307883509,2
IQP-entangled,4,4,0.13070328358699518,0.15307759651248046,0.023432750554037773,0.0003456836026021724,0.959903357588487,42.675314521610304,2
IQP-product,4,4,0.2680097717208436,0.23228737825988846,0.053957426098852505,8.485379967890571e-35,0.9928760767221281,18.53313014167788,2
IQP-entangled,5,5,0.06566550043957059,0.09545249768703352,0.00911117931469314,3.394870081293068e-05,0.737332937973172,109.75527595943045,2
IQP-product,5,5,0.1939032288381759,0.1930961791712446,0.0372861344105334,1.174171646728674e-35,0.8785653822205365,26.819621175787486,2
IQP-entangled,6,6,0.04523570033297735,0.07116707505642517,0.005064752572086852,4.394125414789395e-06,0.6369035014093692,197.4430114338173,2
IQP-product,6,6,0.1603406845085948,0.16883206665328382,0.028504266730418868,4.350998418199507e-36,0.8762229605847074,35.082467107734125,2
IQP-entangled,2,2,0.3894919168641144,0.2781856594540091,0.07738726112586192,0.00040720695948514077,0.9988888189706385,12.922023411238309,3
IQP-product,2,2,0.4282925793302647,0.31319783135899393,0.09809288156797678,1.272849952637862e-34,0.9993827066650773,10.194419656303156,3
IQP-entangled,3,3,0.20525188791270252,0.20671931241880337,0.04273287412690283,1.2376900948884848e-05,0.9571134326982579,23.401187503333453,3
IQP-product,3,3,0.29829773297676937,0.27796485703387963,0.07726446174586514,1.099071619788569e-34,0.9894638057312714,12.942560879918583,3
IQP-entangled,4,4,0.10291622009984726,0.13136705184887917,0.01725730231146611,1.1501341350661818e-05,0.9050534453832279,57.9464844476636,3
IQP-product,4,4,0.2504288618031812,0.24904921807779326,0.062025513025160225,3.897787763688233e-34,0.9824740711403519,16.122397884792292,3
IQP-entangled,5,5,0.05510971025967906,0.0901511300451044,0.008127226248409326,1.0667404361618204e-05,0.8355594750106485,123.0432092616742,3
IQP-product,5,5,0.19644300979543974,0.21228466767539195,0.0450647801300516,8.62004928497533e-35,0.9540034294390682,22.19027802008839,3
IQP-entangled,6,6,0.029086137113423803,0.05079429649052657,0.00258006055596752,5.720873585968839e-06,0.5380491989619974,387.58780203319725,3
IQP-product,6,6,0.1371792470404177,0.1630715314214018,0.02659232436012123,6.413300782977837e-36,0.8770431704117881,37.604836134581554,3
IQP-entangled,2,2,0.44575154898558667,0.2715698778084377,0.07375019853288979,0.0032266363083054556,0.9970198752845264,13.559285532689623,4
IQP-product,2,2,0.47629182221692673,0.29666836168427724,0.08801211682443315,8.527772935307331e-34,0.9983567865409471,11.362071906471733,4
IQP-entangled,3,3,0.2080706472904432,0.1984012216268288,0.03936304474301804,0.000288398187799752,0.961156288465487,25.404538864524024,4
IQP-product,3,3,0.3611155553953342,0.26727029128625707,0.07143340860424069,7.486853392765943e-35,0.9771826595500066,13.999051977769327,4
IQP-entangled,4,4,0.10874447864619058,0.12821051965086852,0.016437937349145743,3.517905441370589e-05,0.9023887267346439,60.834883280046604,4
IQP-product,4,4,0.24800544974343197,0.2172185456185473,0.047183896560636915,3.801380779033041e-34,0.9710743969329404,21.19367141954631,4
IQP-entangled,5,5,0.04768682104599028,0.06508018880937248,0.004235430975463572,6.456888588999506e-05,0.5795201198586724,236.1034817455735,4
IQP-product,5,5,0.16186562010409225,0.16897682819027768,0.02855316846524662,2.7734260373196226e-34,0.8402293681532118,35.022382935089894,4
IQP-entangled,6,6,0.027022905724782054,0.03979084578107806,0.0015833114079735376,1.2746504730557162e-05,0.4041586287538974,631.5876933394226,4
IQP-product,6,6,0.12384469663838596,0.14168267971089507,0.02007398173006008,1.179331573222959e-34,0.8174770555287042,49.81572731545009,4
IQP-entangled,2,2,0.47860953411868884,0.2616178644910187,0.06844390702084104,0.007074914187161284,0.999976812981974,14.61050433160547,5
IQP-product,2,2,0.5805696717114717,0.29228115410478794,0.08542827304482681,2.819711770389874e-33,0.9997459552111697,11.705726504330359,5
