kernel,n_channels,n_qubits,mean,std,variance,min,max,shots_for_1sigma,subject
Fidelity,16,4,0.9814562931039589,0.020895735514177897,0.0004366317626784754,0.8802569431182065,0.999824217354457,2290.2594027186583,93
HS-RBF,16,4,0.3677433627772449,0.2855473132310259,0.0815372680934576,3.031006617600763e-07,0.9839663782986745,12.264330451368632,93
Bures-RBF,16,4,0.3708720392697928,0.26748573165250145,0.07154861663767402,7.566370753417807e-06,0.9833635758270028,13.976510616048007,93
HS-overlap,32,5,0.9664502759463638,0.020812158658487435,0.0004331459480260535,0.8637130422009115,0.9978984785978724,2308.6906493232405,93
Fidelity,32,5,0.97562027248017,0.021243513207542888,0.00045128685339904914,0.8711041617363451,0.999280895492546,2215.8855115501287,93
HS-RBF,32,5,0.36569013685985613,0.25650020188803,0.06579235356860015,9.213363596343663e-06,0.9672301146718444,15.199334660635348,93
Bures-RBF,32,5,0.36815915410403693,0.22525500297137663,0.05073981636363489,0.0004891507607479003,0.9597166099874199,19.708388237618802,93
HS-overlap,64,6,0.9472435506558731,0.02801734683525941,0.0007849717236872204,0.8315605159511466,0.9956242811170354,1273.9312383161202,93
Fidelity,64,6,0.9700775114345083,0.02157263203782309,0.00046537845303931116,0.8559771163894176,0.998658177987471,2148.788783557043,93
HS-RBF,64,6,0.36046241612024393,0.23805496170735327,0.056670164793489436,0.00013251506854823958,0.9583544974456508,17.64596950871908,93
Bures-RBF,64,6,0.3579435049972808,0.19992226336361754,0.03996891138843166,0.0014787218585096478,0.9432142448316391,25.019445495566675,93
HS-overlap,4,2,0.9775500682748807,0.016551031814675023,0.0002739366541303848,0.9082102821344057,0.9992463641627434,3650.478988197151,94
Fidelity,4,2,0.9671042703982365,0.0227736406480443,0.0005186387083662556,0.8724268027289739,0.9988267507167188,1928.124499519256,94
HS-RBF,4,2,0.3929089709156877,0.24340556182118392,0.05924626752548618,0.01800086443264822,0.9699716384729128,16.87870041044909,94
Bures-RBF,4,2,0.386913704924727,0.23511258206818855,0.0552779262467707,0.007898690077299157,0.9578482589397468,18.090403672811792,94
HS-overlap,8,3,0.9631762089579938,0.025051049786222863,0.0006275550953918165,0.8510446471633055,0.9972051500495003,1593.4855877086711,94
Fidelity,8,3,0.9531941484688635,0.02930858042435103,0.0008589928864906525,0.8421494313756959,0.9969438828496574,1164.1539944357642,94
HS-RBF,8,3,0.38388125813062335,0.22910168937490566,0.05248758407443576,0.009658243631968681,0.9324995876823929,19.052124757387208,94
Bures-RBF,8,3,0.37890927398654106,0.20940068058871172,0.04384864503101567,0.016326972138742527,0.9264009533654869,22.805721802638722,94
HS-overlap,16,4,0.9636238924588897,0.024121186535573342,0.0005818316398839247,0.8577767778590365,0.9972907771061827,1718.7102444265488,94
Fidelity,16,4,0.9501844934373758,0.03132330285662825,0.0009811493018480554,0.8285250362238362,0.9956640375474366,1019.2128742449678,94
HS-RBF,16,4,0.38863594871185136,0.23047159932651254,0.05311715809612053,0.00892140700494532,0.928422334117697,18.826308406605737,94
Bures-RBF,16,4,0.37792860887661406,0.20925101439249294,0.04378598702428729,0.014527332614192107,0.9027471076375404,22.8383569255917,94
HS-overlap,32,5,0.9389122890903223,0.03632397607057181,0.0013194312375754739,0.7970181633126101,0.9944285853779987,757.9023230021096,94
Fidelity,32,5,0.9350691966150145,0.034156504284552,0.001166666784940619,0.7904749410312298,0.9874279917074502,857.1427702477173,94
HS-RBF,32,5,0.3796334247406868,0.2153971077110512,0.04639591401028619,0.008529960482900351,0.882073452757305,21.553622152551952,94
Bures-RBF,32,5,0.3697740144287241,0.17565670403249964,0.03085527767156118,0.02152365343870263,0.8039321336749352,32.409366418429094,94
HS-overlap,64,6,0.9226594511041667,0.04502692860130088,0.002027424299266647,0.7234505899406473,0.9910448367763034,493.2366650442715,94
Fidelity,64,6,0.929039966259768,0.0311445661853199,0.0009699840028717717,0.8120526283310807,0.9801890189089363,1030.9448372750085,94
HS-RBF,64,6,0.37961245775508234,0.20195886604536606,0.04078738357433011,0.011478874975041268,0.870285971464921,24.517385337493398,94
Bures-RBF,64,6,0.36799048641134846,0.15067967616214323,0.022704364808328357,0.04923343017594752,0.7384365838721776,44.04439447842128,94
HS-overlap,4,2,0.9973779683557529,0.00171566409749741,2.943503295441603e-06,0.9888142801887517,0.999875415057626,339731.2316750689,95
Fidelity,4,2,0.9942649098806903,0.00355605056062761,1.264549558973994e-05,0.9791274145329246,0.9998474721164465,79079.54203165915,95
HS-RBF,4,2,0.3838114862208485,0.21354337411069904,0.045600772626581965,0.00781217440571619,0.9496139291256265,21.929452998282578,95
Bures-RBF,4,2,0.39612951926860174,0.21311535641692037,0.045418155140711,0.016799133689463508,0.9707305498994107,22.017627023860342,95
HS-overlap,8,3,0.99563352492078,0.0021270954341048847,4.524534985789848e-06,0.9844916056256869,0.9993641540380706,221017.1880957243,95
Fidelity,8,3,0.989504115464448,0.004679435999784683,2.1897121276080873e-05,0.9715350142073169,0.9983824751792226,45668.10346400835,95
HS-RBF,8,3,0.37964355969756713,0.1643989874160006,0.02702702706340632,0.0340255320829316,0.8615470099907903,36.999999950196745,95
Bures-RBF,8,3,0.3792775446561203,0.15485162338774042,0.023979025265818594,0.05435048639804671,0.8484262945650246,41.703112987894094,95
HS-overlap,16,4,0.9637722125899036,0.09462007266982689,0.008952958152043321,0.5062199777927356,0.9988280775581921,111.69492619283285,95
Fidelity,16,4,0.9364224482147301,0.09224163867069142,0.008508519904654394,0.523703687935403,0.9967351956142395,117.52925434810025,95
HS-RBF,16,4,0.35881397868048137,0.26330762124616164,0.06933090340631211,2.604614310687483e-19,0.8631222102196721,14.423582426721369,95
Bures-RBF,16,4,0.36958117907133586,0.2857687550505729,0.08166378136315433,4.35375898254239e-09,0.8924133613601192,12.245330589739105,95
HS-overlap,32,5,0.9753816235483006,0.05556892124041532,0.0030879050078234807,0.7067739364056567,0.9972900739209624,323.84415889297486,95
Fidelity,32,5,0.9403975638135004,0.06791571401332354,0.004612544209939551,0.6163929340871067,0.9910042322438748,216.80009003384825,95
HS-RBF,32,5,0.3616000179362556,0.19410787765716228,0.037677868168567885,9.134248220236331e-10,0.7849972461512963,26.540779736424494,95
Bures-RBF,32,5,0.3688372162334269,0.21244499586326207,0.04513287626734144,2.341346288062515e-05,0.7995769097684169,22.156797498935582,95
HS-overlap,64,6,0.9778050326304012,0.022823411715186648,0.0005209081223209191,0.8571598853598825,0.9963408882523885,1919.7243374598868,95
Fidelity,64,6,0.9358357572934557,0.04343918607420416,0.001886962886789333,0.7138467145459336,0.979317225556154,529.9521294250253,95
HS-RBF,64,6,0.3776748656216311,0.20087743656452486,0.040351744520734714,0.0008101404414007332,0.7833386383234828,24.782076013743364,95
Bures-RBF,64,6,0.3622698461020246,0.16277396976922273,0.026495365234431835,0.003156730729079355,0.6798214858572468,37.742450090873184,95
HS-overlap,4,2,0.9950841345119863,0.003963277671627149,1.5707569902418314e-05,0.9780326915158067,0.9999094049067729,63663.571527129825,96
Fidelity,4,2,0.989448659908891,0.010022147090460981,0.0001004434323028355,0.9395031557767425,0.9998363212655623,9955.852533842277,96
HS-RBF,4,2,0.38770254227386386,0.2401677871535649,0.05768056598624005,0.0068152164609517766,0.9755372257814166,17.33686178180974,96
Bures-RBF,4,2,0.3824732946400825,0.24744615240308698,0.06122959833909175,0.0002754089702694039,0.9783982200194755,16.331970601243594,96
HS-overlap,8,3,0.9940442320086649,0.004475381851697761,2.002904271850568e-05,0.974150539588772,0.9995860287147371,49927.49848578922,96
Fidelity,8,3,0.9856907643147073,0.014233632778774884,0.00020259630208101483,0.9170603156858834,0.9990270310624505,4935.924248015726,96
HS-RBF,8,3,0.3818337080121418,0.22498439318824576,0.05061797717828316,0.0058371905653961794,0.9285497851854176,19.755826995572516,96
Bures-RBF,8,3,0.380350432998681,0.21916998268467341,0.048035481310000044,0.0003275116274363878,0.9119609212301001,20.81794483428689,96
HS-overlap,16,4,0.9938780442380767,0.004137569648422896,1.7119482595550368e-05,0.9757032147520085,0.9994639760604042,58412.98032336072,96
Fidelity,16,4,0.9837955965133548,0.015230511741949296,0.00023196848792165535,0.9054283362992245,0.998908803743387,4310.930372308752,96
HS-RBF,16,4,0.3833582219308564,0.21258970619099427,0.045194383178373265,0.02423737238414965,0.9158834874880394,22.126643394007576,96
Bures-RBF,16,4,0.3699393740118515,0.20123292971832002,0.04049469200301833,0.00032627220578098005,0.9135590733407905,24.694594539093263,96
HS-overlap,32,5,0.9849159107089855,0.011531884091355247,0.00013298435069645224,0.9149198708946432,0.998220971390295,7519.681787841207,96
Fidelity,32,5,0.9693229324413574,0.02410493265041796,0.0005810477780811859,0.8486728100305758,0.993126014159158,1721.0288684044788,96
HS-RBF,32,5,0.3736133168307118,0.18287483655821235,0.03344320584619288,0.005602910889892044,0.8754804869666504,29.901439610755446,96
Bures-RBF,32,5,0.3625245780108894,0.15962251432589075,0.025479347079719196,0.001776036855307807,0.7581775507730243,39.24747352713643,96
HS-overlap,64,6,0.9707504659750724,0.018479401583510382,0.00034148828288464597,0.8671816225091293,0.9955307355054388,2928.3581607917067,96
Fidelity,64,6,0.9501680389462736,0.03244626075514181,0.0010527598369906553,0.7922090453373586,0.9870514809642115,949.8842612181418,96
HS-RBF,64,6,0.3691219086102525,0.18031835943132912,0.032514710748006,0.010043934304767044,0.8507845008896014,30.75530973503512,96
Bures-RBF,64,6,0.3499928671034788,0.14878458549877271,0.022136852882041612,0.004561999023293657,0.727275895260611,45.17353958706768,96
HS-overlap,4,2,0.9917667514174138,0.006444063559310127,4.1525955156428695e-05,0.9587610507247754,0.999808392380071,24081.32446882895,97
Fidelity,4,2,0.986083520996342,0.014066486702841764,0.00019786604816122413,0.8928584927466888,0.9997487359200631,5053.9241537041535,97
HS-RBF,4,2,0.3871445735229489,0.2568866242750453,0.0659907377314283,6.824389412194034e-05,0.9638363593345786,15.153641774241702,97
Bures-RBF,4,2,0.3867664043598995,0.26522531422042084,0.07034446730332097,8.124852933937484e-06,0.973622878258931,14.215759082914966,97
HS-overlap,8,3,0.9910540365506472,0.006512149866584061,4.2408095884850804e-05,0.9520552030643818,0.9993357467206542,23580.403202144807,97
Fidelity,8,3,0.9817512827419513,0.016065655133579333,0.00025810527487110397,0.8946849287095037,0.9991267153631751,3874.3880786605127,97
HS-RBF,8,3,0.3657091600076003,0.23294837164792814,0.054264943853421246,0.00027626227100129193,0.9298969365511428,18.428103467704094,97
Bures-RBF,8,3,0.37310578419500084,0.2437138370871014,0.059396434387718196,0.00022473231458027925,0.9344580856472556,16.836027453640835,97
HS-overlap,16,4,0.991244342103573,0.006156867447866396,3.790701677059686e-05,0.9545971060239135,0.9987573195931368,26380.340242856168,97
Fidelity,16,4,0.9791002627200329,0.0176581691007428,0.0003118109359904278,0.8827118580185762,0.9978591045111639,3207.071608388677,97
HS-RBF,16,4,0.3594537251097788,0.22998258812628666,0.05289199084126521,0.0001659527391441132,0.9120593038961202,18.90645415486651,97
Bures-RBF,16,4,0.36335996950287985,0.2303140406407022,0.05304455731624703,0.0002801615945509253,0.8651282832922387,18.852075511500402,97
HS-overlap,32,5,0.9799584409828224,0.01650959297911047,0.00027256666033589373,0.8745371059227194,0.9953409940572995,3668.8272834530235,97
Fidelity,32,5,0.9645940682253642,0.024783937694790686,0.0006142435676592666,0.8108756783663345,0.9924296595382116,1628.018676387215,97
HS-RBF,32,5,0.35138266330744017,0.2071945396869867,0.042929577276102304,1.424118796984944e-05,0.8081520038618605,23.29396335697608,97
Bures-RBF,32,5,0.3461438401998736,0.1762065525755441,0.031048749170557992,0.0006533653218941386,0.7561864963011578,32.207416617873,97
HS-overlap,64,6,0.9671981989353008,0.023456687226724806,0.0005502161756523947,0.8091289926700445,0.9924801150264306,1817.4674686986325,97
Fidelity,64,6,0.9524026993740078,0.03097261229284616,0.0009593027122429651,0.7466310114026043,0.9866790786450584,1042.423822259274,97
HS-RBF,64,6,0.36119790212452735,0.20505180197564415,0.04204624149345878,4.012358142375327e-06,0.8060485193811456,23.783338640519677,97
Bures-RBF,64,6,0.35090683629917585,0.15947952136495316,0.025433717734794553,0.0008820100919797172,0.7076522625331529,39.31788543174527,97
HS-overlap,4,2,0.9307907100418442,0.07652435460821906,0.005855976848204457,0.6283439133334365,1.0000000000000002,170.76570244751176,98
Fidelity,4,2,0.9495971397005396,0.054973127517547925,0.003022044749060585,0.7120683170787032,1.0,330.901784399736,98
HS-RBF,4,2,0.4126939337815763,0.3507191846833359,0.12300394650494387,2.0805273656539007e-05,1.0,8.129820452222704,98
Bures-RBF,4,2,0.41163646526846115,0.35144784588776384,0.12351558837914939,1.1977150131298485e-05,1.0,8.096144082885733,98
HS-overlap,8,3,0.9307940582232371,0.0785550585431784,0.006170897222722186,0.5575026843528169,0.9997433888473457,162.0509893306677,98
Fidelity,8,3,0.9457045470535086,0.05707395642161725,0.003257436501616665,0.6535543721513231,0.9998908561480886,306.9898674935644,98
HS-RBF,8,3,0.4204294837734112,0.3328591176617729,0.11079519221057399,2.7516805325939973e-05,0.9982378377513996,9.025662396067062,98
Bures-RBF,8,3,0.41792038570178297,0.32779967659404324,0.10745262797515934,1.927740599804567e-05,0.9969120620770641,9.306426644410948,98
HS-overlap,16,4,0.9407990607441183,0.0666808424446232,0.004446334749124663,0.6179923458249658,0.9993939983366741,224.90434400983125,98
Fidelity,16,4,0.9441662033981453,0.05587783785259686,0.0031223327630811063,0.6558867269785341,0.9997708088852906,320.2733583761917,98
HS-RBF,16,4,0.4194543447091534,0.32332254274278177,0.10453746664565795,3.268741315539912e-05,0.9952639984651264,9.565948287130562,98
Bures-RBF,16,4,0.41216534937458355,0.31306056530859305,0.09800691755133586,4.624473456878175e-05,0.9940016612845024,10.203361405343674,98
HS-overlap,32,5,0.9248380739833304,0.06222917329963715,0.0038724700095562727,0.6282734160850773,0.9965861068976916,258.23311672711577,98
Fidelity,32,5,0.9315776852626855,0.05521450428721701,0.0030486414836831057,0.6629589317021541,0.9976986159887697,328.0149553012991,98
HS-RBF,32,5,0.4069685076670226,0.28922221060627695,0.08364948710798162,0.0002695596768924288,0.9791762752340254,11.954645922803065,98
Bures-RBF,32,5,0.39429722571340603,0.25977337925462146,0.0674822085693654,0.001030722617361655,0.9582722820563564,14.818720685054245,98
HS-overlap,64,6,0.9001420168818709,0.06050021210738971,0.003660275665039145,0.6384416789214689,0.9901095201209061,273.2034664906326,98
Fidelity,64,6,0.9225736288098085,0.05237565399364262,0.002743209131261772,0.6793069920449325,0.9935702585198991,364.5365526834762,98
HS-RBF,64,6,0.40493838592787135,0.26514875229526685,0.07030386084373677,0.0018786498282702682,0.9567920480472598,14.223969892957706,98
Bures-RBF,64,6,0.38755333228423866,0.22395150326720004,0.05015427581563871,0.00506544020986737,0.90772905428307,19.93847949626237,98
HS-overlap,4,2,0.9965425967413468,0.003133374899454576,9.818038260531973e-06,0.9773222866226503,0.9999390206728129,101853.3411119358,99
Fidelity,4,2,0.993705274306268,0.0046617079573851115,2.1731521079947667e-05,0.97177473911474,0.9998893505199229,46016.107032780616,99
HS-RBF,4,2,0.3813901467144942,0.24971444400268478,0.06235730354357,0.0005452848957865941,0.9793314328090519,16.036613887598342,99
Bures-RBF,4,2,0.3860040375297276,0.2307206106236014,0.053232000166527495,0.003717941650805913,0.9784586137225205,18.78569275758314,99
HS-overlap,8,3,0.9934720899230861,0.005580669634144288,3.1143873565460145e-05,0.9657362716636922,0.999835064304524,32109.04378667404,99
Fidelity,8,3,0.9880014597612885,0.008134299804601397,6.616683331113832e-05,0.9535083917017343,0.9996054254218,15113.312062218083,99
HS-RBF,8,3,0.380875216121181,0.2429259424725044,0.05901301352615451,0.0026550804309187223,0.970025324520401,16.945414922029038,99
Bures-RBF,8,3,0.36717988268632545,0.21470501135142314,0.04609824189941474,0.00700511190206827,0.9592400577060907,21.692801260880536,99
HS-overlap,16,4,0.9927816213610854,0.006009851986845417,3.6118320903789804e-05,0.9606868708605689,0.999437746812507,27686.779866200053,99
Fidelity,16,4,0.9854455457894525,0.008972993100536559,8.051460518227667e-05,0.9434479447445033,0.9978210098937211,12420.106858080026,99
HS-RBF,16,4,0.3804592829281529,0.2242362182981749,0.05028188159666674,0.002712780380381221,0.8704097961770978,19.887879455694264,99
Bures-RBF,16,4,0.3665767514724283,0.19599324355576275,0.03841335151950854,0.008438418002498867,0.8340662472301021,26.032615235151813,99
HS-overlap,32,5,0.9615054554176187,0.045019475693829435,0.0020267531917472995,0.7450733524773491,0.9976093183846213,493.39998775967507,99
Fidelity,32,5,0.9434923942414405,0.04732199284454466,0.002239371006779136,0.6877279855856443,0.9898916088680402,446.55396402505437,99
HS-RBF,32,5,0.3551285433312048,0.2396757206446024,0.05744445106650949,1.6904002044963062e-05,0.8991885362886268,17.408121784333783,99
Bures-RBF,32,5,0.3495672801191209,0.20371301678037287,0.04149899320576048,0.00019877508184552812,0.7764709504115345,24.096970137125876,99
HS-overlap,64,6,0.9073445230529079,0.10543333841555652,0.011116188849449265,0.4719310580174444,0.9935899939041097,89.95888910699313,99
Fidelity,64,6,0.9061131636953541,0.07384236673781536,0.00545269512544202,0.5652587220646395,0.979724637843043,183.39554605465594,99
HS-RBF,64,6,0.35776983977653126,0.25743088856525126,0.06627066238749481,3.067282185676721e-06,0.8576485614917889,15.089633390909018,99
Bures-RBF,64,6,0.3481435929756028,0.2003753511886587,0.04015028136397831,0.0006932605979762188,0.7418002598718239,24.906425709314494,99
HS-overlap,4,2,0.9952522492759291,0.003708846275076376,1.3755540692147911e-05,0.9741079670335916,0.9998637027823464,72697.9783914151,101
Fidelity,4,2,0.9933050931257855,0.006263425392279524,3.9230497644651916e-05,0.9557570570708123,0.9998520911160852,25490.372542758825,101
HS-RBF,4,2,0.3949674617907205,0.2587797438014484,0.06696695580194327,0.00032198802310155885,0.9661481020200455,14.932737915659915,101
Bures-RBF,4,2,0.3945880561076294,0.2703998073093446,0.07311605579293069,8.654792573054835e-05,0.9695478482045505,13.676886549133112,101
HS-overlap,8,3,0.9936222443041848,0.004055028658412517,1.6443257420546815e-05,0.9710879838412119,0.9993792840867878,60815.20068830409,101
Fidelity,8,3,0.990328366630557,0.007012790377034823,4.917922887223221e-05,0.9508435867461765,0.9993109739426119,20333.787717534226,101
HS-RBF,8,3,0.38415798286126845,0.2178282305461044,0.04744913802284681,0.002476107981796305,0.9227658498988843,21.075198447619826,101
Bures-RBF,8,3,0.3728942769954948,0.21297659573753594,0.045359030331949816,0.0015359965408100601,0.9142093429047613,22.046326667076563,101
HS-overlap,16,4,0.9929753998420519,0.004471146839770037,1.999115406278559e-05,0.9639938310158275,0.9987146912061234,50022.12462868984,101
Fidelity,16,4,0.9885947658281479,0.007347522880156018,5.398609247441619e-05,0.9507235689341336,0.9979355977333978,18523.2891318055,101
HS-RBF,16,4,0.37039758753971375,0.20632512931856456,0.04257005898832239,0.003453462219736306,0.8424393954015504,23.490688614603872,101
Bures-RBF,16,4,0.36015026254625415,0.18924487209700386,0.03581362161501135,0.004359441035071356,0.7985255186927429,27.922336667030848,101
HS-overlap,32,5,0.9880695671958505,0.007382446192257756,5.450051178158104e-05,0.9444933991926474,0.9968449659740659,18348.451552301925,101
Fidelity,32,5,0.9817247101809848,0.008745223808658218,7.647893946352254e-05,0.938659601196761,0.9946122738241793,13075.495123424938,101
HS-RBF,32,5,0.3591095715803504,0.18897281631909887,0.03571072530757188,0.004260507183226151,0.8244961705591389,28.002791637165828,101
Bures-RBF,32,5,0.35123206434941434,0.14449954649727875,0.02088011893791922,0.01894370283371068,0.7093488213440604,47.892447498656516,101
HS-overlap,64,6,0.9821860878851645,0.009536936030144107,9.095314884306084e-05,0.9405693848607468,0.9958023495724703,10994.67157234429,101
Fidelity,64,6,0.9720939216123433,0.010377362585877905,0.00010768965423877855,0.9163589516079829,0.9917837398661059,9285.943084028442,101
HS-RBF,64,6,0.3627176348298443,0.18120537091047134,0.03283538644680149,0.005299015874204461,0.781544871684292,30.454948402089247,101
Bures-RBF,64,6,0.35384882189776223,0.11623027512070691,0.01350947685463522,0.03422054627829231,0.7224458215389936,74.02211134895954,101
HS-overlap,4,2,0.9896158480371605,0.030109978631558214,0.0009066108131928922,0.8401894393384854,1.0000000000000004,1103.0091252477023,102
Fidelity,4,2,0.9948219664484744,0.015525013507652041,0.00024102604441277834,0.9175170376266437,1.0000000000000004,4148.929226450781,102
HS-RBF,4,2,0.46505191982850574,0.4503058600274129,0.20277536757502798,8.113567983419424e-213,1.0,4.931565465563733,102
Bures-RBF,4,2,0.4645403349023506,0.4499912302496828,0.20249210730162304,5.362829418386274e-178,1.0,4.93846408793823,102
HS-overlap,8,3,0.9819119031543946,0.03486404355613651,0.0012155015330841837,0.7378490089771259,0.9999677543683329,822.7056673985632,102
Fidelity,8,3,0.9920811390684937,0.017313543592930563,0.00029975879174430696,0.8718098978692808,0.9999858834191268,3336.015581664727,102
HS-RBF,8,3,0.4102753003949533,0.35378174245545957,0.1251615212948211,4.945086985241009e-34,0.9949261037089434,7.98967597752727,102
Bures-RBF,8,3,0.406386534911523,0.3500358354425139,0.12252508609393865,3.8916816175734853e-28,0.993302672478431,8.161593938675635,102
HS-overlap,16,4,0.9816735323672869,0.031153254665030078,0.0009705252762242184,0.7589739798879577,0.9998277995471521,1030.3698672232954,102
Fidelity,16,4,0.9922323763666738,0.016800015570734267,0.0002822405231769138,0.877240435516757,0.9999433297127519,3543.077332567091,102
HS-RBF,16,4,0.39472700534984595,0.3323870051691725,0.11048112120533152,2.4794711574851683e-33,0.9814675908426033,9.051320163030194,102
Bures-RBF,16,4,0.3887158465259538,0.32183314098323645,0.10357657063513574,9.485613694679714e-26,0.9745731932441157,9.65469308230577,102
HS-overlap,32,5,0.9805020999898568,0.027508954998222104,0.0007567426050942088,0.7899453427517408,0.9996988737534684,1321.4532831483798,102
Fidelity,32,5,0.9924263703558102,0.014900332580825069,0.00022201991101919704,0.8937849063179378,0.9999224848386995,4504.100534990011,102
HS-RBF,32,5,0.38483759372178106,0.3035082569634254,0.09211726204497668,2.6197451504515185e-26,0.9810742480006703,10.855728641953615,102
Bures-RBF,32,5,0.37477893524108974,0.28553202511776904,0.0815285373678543,1.930384583249385e-18,0.9714598109930522,12.26564381362602,102
HS-overlap,64,6,0.9794941931165722,0.021977521751073165,0.0004830114623188941,0.8348927365353696,0.998505815199349,2070.3442423479787,102
Fidelity,64,6,0.9920682408872528,0.012362371527984894,0.00015282822979593159,0.913628983187039,0.9995829253669904,6543.293744455979,102
HS-RBF,64,6,0.37277107417661154,0.27284307065721847,0.0744433412056599,3.3985324513169054e-19,0.9145880358820815,13.433034893441489,102
Bures-RBF,64,6,0.3585383987968241,0.24040251224831205,0.057793367895299826,1.1669607824451034e-10,0.8976132778588986,17.303023450919657,102
HS-overlap,4,2,0.9943078383590213,0.004685685152279815,2.1955645346295512e-05,0.968382441193494,0.9998050731950265,45546.372435312,103
Fidelity,4,2,0.9904647339553658,0.0070210565154580845,4.9295234593256416e-05,0.9521819158897739,0.9997180253530766,20285.9365261404,103
HS-RBF,4,2,0.3813627367462514,0.2373665722078987,0.056342889601727585,0.000640673036098553,0.9554759111917029,17.748468477011482,103
Bures-RBF,4,2,0.3859998568740165,0.2256224676663993,0.05090549791587539,0.0019979709700530977,0.964436355305107,19.644243567808026,103
HS-overlap,8,3,0.9909016224243564,0.006304189751876119,3.974280842765988e-05,0.9524303262409057,0.99938476166253,25161.784976021678,103
Fidelity,8,3,0.983568339641791,0.009032867511789285,8.159269548553836e-05,0.9407555666216102,0.9977025710343662,12255.999070128059,103
HS-RBF,8,3,0.3783382127663549,0.20174227419988286,0.040699945199340726,0.0034839233745277863,0.9212907392893116,24.570057652465792,103
Bures-RBF,8,3,0.3789496508812251,0.18198115391514616,0.03311714038028812,0.01670732988993286,0.8552314793694024,30.19584385961105,103
HS-overlap,16,4,0.9887434889214405,0.007042419657737905,4.959567463569327e-05,0.9592115678373956,0.999116993065088,20163.04863973591,103
Fidelity,16,4,0.9784052146259834,0.011030692172242049,0.000121676169798762,0.9287374470805684,0.9967320388628087,8218.53614930419,103
HS-RBF,16,4,0.3791864204671491,0.19632900216660723,0.038545077091735665,0.017396799765619683,0.911508640985655,25.943650277830343,103
Bures-RBF,16,4,0.3802554088370246,0.174423865885427,0.030423684990417418,0.02551193431188394,0.8476242962305087,32.8691281255039,103
HS-overlap,32,5,0.9752691752825101,0.014245213125162203,0.0002029260969812935,0.9104598299725645,0.9975413676863758,4927.902398340534,103
Fidelity,32,5,0.9638081689818498,0.01634431793977381,0.00026713672891641205,0.8888190217125084,0.992067723889451,3743.401381218916,103
HS-RBF,32,5,0.38103071081210493,0.1865789155131711,0.034811691714071044,0.02292806173317538,0.8857352582362678,28.72598115063151,103
Bures-RBF,32,5,0.37986899612872094,0.1557607291112884,0.024261404733280166,0.035160547178920296,0.7925652349554805,41.21772877513012,103
HS-overlap,64,6,0.9587419473674625,0.025025972673241182,0.0006262993082418143,0.8498254304682665,0.9957080496526897,1596.6806714305035,103
Fidelity,64,6,0.9523426245553857,0.020389383019763133,0.00041572693992660513,0.8673131553979229,0.9885679562562893,2405.425061403396,103
HS-RBF,64,6,0.3777998866751322,0.19609027964607983,0.03845139777167779,0.015336294798739313,0.8752362467527218,26.00685691422567,103
Bures-RBF,64,6,0.37615468861471324,0.14563684780320418,0.021210091438053656,0.04775683105845959,0.775857493829798,47.14736864386498,103
HS-overlap,4,2,0.9826661706231452,0.020046565857636357,0.0004018648026845516,0.8625937231061656,0.9999051912711101,2488.399066849757,105
Fidelity,4,2,0.98294098882263,0.023827213913678615,0.0005677361228881998,0.8437691323699898,0.9999523862370413,1761.3816695558805,105
HS-RBF,4,2,0.39379549538717235,0.31930116951239407,0.10195323685198263,3.161961545301833e-09,0.9936745475414599,9.808418358034245,105
Bures-RBF,4,2,0.3925480310530637,0.3217688168669453,0.10353517150795377,3.307250901719159e-10,0.9936381770085401,9.658553566245631,105
HS-overlap,8,3,0.9836374301564161,0.016116231782344028,0.0002597329268622358,0.8872937067642626,0.9995611022227409,3850.1086946531314,105
Fidelity,8,3,0.9820148499635533,0.022877157428145813,0.0005233643319921672,0.8443654980071589,0.9997857342194234,1910.7148479024863,105
HS-RBF,8,3,0.39690265078412806,0.3091095196602146,0.0955486951445686,4.515349281273323e-08,0.977967212747501,10.46586767602597,105
Bures-RBF,8,3,0.39805091803857534,0.3097777043133363,0.09596222608964079,2.3033771511937614e-08,0.977036877822414,10.420767011655963,105
HS-overlap,16,4,0.9828030520396147,0.014190692963412403,0.0002013757667818423,0.901121742673569,0.9995336539993316,4965.840805876789,105
Fidelity,16,4,0.9788589828378822,0.02347189997006263,0.000550930088204626,0.8426201317428641,0.9997919846035566,1815.112337136651,105
HS-RBF,16,4,0.3911767480041554,0.293884160557875,0.08636789982680683,1.223422649806168e-07,0.9819731049407416,11.57837578550938,105
Bures-RBF,16,4,0.3831562693268262,0.27489372665049405,0.07556656095179655,2.717302080588774e-06,0.9838861242979469,13.233366550025929,105
HS-overlap,32,5,0.9721859566236679,0.018493963736448574,0.000342026694685075,0.879422546354705,0.9983154753657864,2923.7483960740597,105
Fidelity,32,5,0.9704741053827936,0.02517413396394184,0.0006337370208344902,0.8440429894234025,0.9987076508756662,1577.9415863747763,105
HS-RBF,32,5,0.37085436389583215,0.2693857688505191,0.07256869245918533,5.0499452011271385e-06,0.9631177813962322,13.780047098994212,105
Bures-RBF,32,5,0.37134457404117277,0.2385378633808161,0.056900312266284885,0.0004773791850505661,0.9409988601314748,17.574595993782086,105
HS-overlap,64,6,0.9549957029146577,0.030805735412456143,0.0009489933343022545,0.7621469771897574,0.9942539857712774,1053.7481812085098,105
